Date,SleepHours
2025-06-26,9.333333333333334
2025-06-27,12.816666666666666
2025-06-28,12.95
2025-06-29,12.766666666666666
2025-06-30,12.6
2025-07-01,12.433333333333334
2025-07-02,13.783333333333333
2025-07-03,11.233333333333334
